ID;areaGobierno;delegacion;servicio;departamento;nivelPuesto;puesto;nombrePuesto;tipoPuesto;tipoPersonal;formaProvision;adcripcionGrupos;adcripcionEscalas;nivelComplementoDestino;complementoEspecificoPuntos;complementoEspecificoEuros;observacionesRequisitos;situacion
1022;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;JEFE/A DE UNIDAD DE GESTIÓN INTERNA-INFRAESTRUCTURA;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";
1023;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;DEPARTAMENTO DE INSTALACIONES Y SERVICIOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";
1024;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;DEPARTAMENTO DE INSTALACIONES Y SERVICIOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";
1025;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;DEPARTAMENTO DE INSTALACIONES Y SERVICIOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";VACANTE
1026;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;DEPARTAMENTO DE INSTALACIONES Y SERVICIOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";
1027;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;DEPARTAMENTO DE INSTALACIONES Y SERVICIOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";VACANTE
1028;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;DEPARTAMENTO DE INSTALACIONES Y SERVICIOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";VACANTE
1029;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE MANTENIMIENTO DE DEPENDENCIAS MUNICIPALES Y CENTROS EDUCATIVOS;DEPARTAMENTO DE MANTENIMIENTO Y DEPENDENCIAS MUNICIPALES;SU;SU020;ENCARGADO/A SUBALTERNOS;S;F/L;C;E;A.E.;14;275;10908;"TA-0; AERL";
1030;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE MANTENIMIENTO DE DEPENDENCIAS MUNICIPALES Y CENTROS EDUCATIVOS;DEPARTAMENTO DE MANTENIMIENTO Y DEPENDENCIAS MUNICIPALES;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";
1031;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE MANTENIMIENTO DE DEPENDENCIAS MUNICIPALES Y CENTROS EDUCATIVOS;DEPARTAMENTO DE MANTENIMIENTO Y DEPENDENCIAS MUNICIPALES;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";
1032;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE MANTENIMIENTO DE DEPENDENCIAS MUNICIPALES Y CENTROS EDUCATIVOS;DEPARTAMENTO DE MANTENIMIENTO Y DEPENDENCIAS MUNICIPALES;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";
1033;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";VACANTE
1034;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";VACANTE
1035;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;SU;SU020;ENCARGADO/A SUBALTERNOS;S;F/L;C;E;A.E.;14;275;10908;"TA-0; AERL";
1036;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;DEPARTAMENTO DE ESPACIOS PÚBLICOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";
1037;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;DEPARTAMENTO DE ESPACIOS PÚBLICOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";VACANTE
1038;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;DEPARTAMENTO DE ESPACIOS PÚBLICOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";VACANTE
1039;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;DEPARTAMENTO DE ESPACIOS PÚBLICOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";VACANTE
1040;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;DEPARTAMENTO DE ESPACIOS PÚBLICOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";
1041;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;DEPARTAMENTO DE ESPACIOS PÚBLICOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";VACANTE
1042;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;DEPARTAMENTO DE ESPACIOS PÚBLICOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";VACANTE
1043;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;DEPARTAMENTO DE ESPACIOS PÚBLICOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";
1044;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;DEPARTAMENTO DE ESPACIOS PÚBLICOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";
1045;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;DEPARTAMENTO DE ESPACIOS PÚBLICOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";
1046;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;DEPARTAMENTO DE ESPACIOS PÚBLICOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";VACANTE
1047;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;DEPARTAMENTO DE ESPACIOS PÚBLICOS;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";VACANTE
1048;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;DEPARTAMENTO DE GESTIÓN MEDIOAMBIENTAL;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";VACANTE
1049;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL;DEPARTAMENTO DE GESTIÓN, CONSERVACIÓN E INVESTIGACIÓN;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";
1050;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL;DEPARTAMENTO DE GESTIÓN, CONSERVACIÓN E INVESTIGACIÓN;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";
1051;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL;DEPARTAMENTO DE GESTIÓN, CONSERVACIÓN E INVESTIGACIÓN;SU;SU020;ENCARGADO/A SUBALTERNOS;S;F/L;C;E;A.E.;14;275;10908;"TA-0; AERL";
1052;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL;DEPARTAMENTO DE TRAMITACIÓN ADMNISTRATIVA Y ASISTENCIA JURÍDICA;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";VACANTE
1053;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL;EMEMSA;AU;AU015;OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR);NS;F/L;-;C2;A.G.;16;275;10908;"TA-0; AERL";VACANTE
1054;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;SEGURIDAD CIUDADANA;SU;SU014;VIGILANTE DE COORDINACIÓN;S;F/L;C;E;A.E.;14;275;10908;"TA-0; AERL";VACANTE
1055;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;SEGURIDAD CIUDADANA;SU;SU014;VIGILANTE DE COORDINACIÓN;S;F/L;C;E;A.E.;14;275;10908;"TA-0; AERL";VACANTE
1056;ALCALDÍA -  PRESIDENCIA;ALCALDÍA -  PRESIDENCIA;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO;SU;SU021;CONDUCTOR DE PRESIDENCIA;S;L;LD;E;-;14;280;11106;"TA-0; AERL";VACANTE
1057;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;AU;AU034;ENCARGADO/A DE OBRAS;S;L;C;C2;AG./A.E.;16;280;11106;"TA-0; AERL";
1058;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;AU;AU034;ENCARGADO/A DE OBRAS;S;L;C;C2;AG./A.E.;16;280;11106;"TA-0; AERL";
1059;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;AU;AU034;ENCARGADO/A DE OBRAS;S;L;C;C2;AG./A.E.;16;280;11106;"TA-0; AERL";VACANTE
1060;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;AU;AU034;ENCARGADO/A DE OBRAS;S;L;C;C2;AG./A.E.;16;280;11106;"TA-0; AERL";VACANTE
1061;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;AU;AU034;ENCARGADO/A DE OBRAS;S;L;C;C2;AG./A.E.;16;280;11106;"TA-0; AERL";VACANTE
1062;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES;AU;AU034;ENCARGADO/A DE OBRAS;S;L;C;C2;AG./A.E.;16;280;11106;"TA-0; AERL";VACANTE
1063;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;SU;SU019;VIGILANTE MEDIO AMBIENTE DE COORDINACIÓN;S;L;C;E;-;14;280;11106;TA-0;
1064;ALCALDÍA -  PRESIDENCIA;ALCALDÍA -  PRESIDENCIA;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO;DEPARTAMENTO DE GESTIÓN DE ALCALDÍA PRESIDENCIA;AU;AU021;SECRETARIO/A DIRECCIÓN;S;F/L;C;C2;A.G./A.E.;16;290;11503;"TA-0; AERL";
1065;ALCALDÍA -  PRESIDENCIA;ALCALDÍA -  PRESIDENCIA;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO;UNIDAD DE SECRETARÍA DE ALCALDÍA;AU;AU021;SECRETARIO/A DIRECCIÓN;S;F/L;C;C2;A.G./A.E.;16;290;11503;"TA-0; AERL";
1066;ALCALDÍA -  PRESIDENCIA;ALCALDÍA -  PRESIDENCIA;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO;DEPARTAMENTO DE ATENCIÓN A LA CIUDADANÍA;AU;AU021;SECRETARIO/A DIRECCIÓN;S;F/L;C;C2;A.G./A.E.;16;290;11503;"TA-0; AERL";
1067;ALCALDÍA -  PRESIDENCIA;ALCALDÍA -  PRESIDENCIA;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO;SERVICIO DE ASISTENCIA JURÍDICA Y DERECHO A LA INFORMACION;AU;AU021;SECRETARIO/A DIRECCIÓN;S;F/L;C;C2;A.G./A.E.;16;290;11503;"TA-0; AERL";
